mapping_id,partition,methods,path,route_name,capability_owner,runtime_owner,external_effects,call_count,structured_route_count,normalized_access_count,ambiguous_access_count,first_called_at,last_called_at,ui_referenced,retired_or_blocked_marker,recommended_tier,recommendation_basis,traffic_match_quality,candidate_v2_operation_id,candidate_v2_method,candidate_v2_path,human_signoff,data_window_start,data_window_end
LEGACY-API-0001,S04,GET,/admin,api.admin_console_dashboard,admin_shell,ai_crm_next,none,33,9,24,0,2026-07-11T10:56:54.064123+08:00,2026-08-05T00:47:46.540989+08:00,true,false,A,observed_production_traffic,structured_route_exact+normalized_unique_path,PENDING_HUMAN_DESIGN,PENDING_HUMAN_DESIGN,PENDING_HUMAN_DESIGN,PENDING_HUMAN_SIGNOFF,2026-07-11T00:00:00+08:00,2026-08-10T10:15:00+08:00
LEGACY-API-0002,S04,GET,/admin/alipay/transactions,api.admin_alipay_transactions_page,commerce,ai_crm_next,none,2,0,2,0,2026-07-13T14:08:24.861315+08:00,2026-07-13T14:45:19.250798+08:00,true,false,A,observed_production_traffic,normalized_unique_path,PENDING_HUMAN_DESIGN,PENDING_HUMAN_DESIGN,PENDING_HUMAN_DESIGN,PENDING_HUMAN_SIGNOFF,2026-07-11T00:00:00+08:00,2026-08-10T10:15:00+08:00
LEGACY-API-0003,S02,GET,/admin/api-docs,api.admin_api_docs,admin_config,ai_crm_next,none,231,144,87,0,2026-07-13T14:03:05.899431+08:00,2026-08-09T23:16:55.077486+08:00,true,false,A,observed_production_traffic,structured_route_exact+normalized_unique_path,PENDING_HUMAN_DESIGN,PENDING_HUMAN_DESIGN,PENDING_HUMAN_DESIGN,PENDING_HUMAN_SIGNOFF,2026-07-11T00:00:00+08:00,2026-08-10T10:15:00+08:00
LEGACY-API-0004,S04,GET,/admin/attachment-library,api.admin_attachment_library_workspace,media_library,ai_crm_next,none,233,149,84,0,2026-07-13T14:02:25.580223+08:00,2026-08-09T23:16:54.622137+08:00,true,false,A,observed_production_traffic,structured_route_exact+normalized_unique_path,PENDING_HUMAN_DESIGN,PENDING_HUMAN_DESIGN,PENDING_HUMAN_DESIGN,PENDING_HUMAN_SIGNOFF,2026-07-11T00:00:00+08:00,2026-08-10T10:15:00+08:00
LEGACY-API-0005,S04,GET,/admin/automation-agents,api.admin_automation_agents_page,automation_agents,ai_crm_next,none,282,158,124,0,2026-07-11T11:03:27.337928+08:00,2026-08-09T23:16:50.031325+08:00,true,false,A,observed_production_traffic,structured_route_exact+normalized_unique_path,PENDING_HUMAN_DESIGN,PENDING_HUMAN_DESIGN,PENDING_HUMAN_DESIGN,PENDING_HUMAN_SIGNOFF,2026-07-11T00:00:00+08:00,2026-08-10T10:15:00+08:00
LEGACY-API-0006,S04,GET,/admin/automation-agents/{agent_id}/edit,api.admin_automation_agent_edit_page,automation_agents,ai_crm_next,none,14,7,7,0,2026-07-13T14:16:36.774191+08:00,2026-08-03T16:31:56.465647+08:00,true,false,A,observed_production_traffic,structured_route_exact+normalized_unique_path,PENDING_HUMAN_DESIGN,PENDING_HUMAN_DESIGN,PENDING_HUMAN_DESIGN,PENDING_HUMAN_SIGNOFF,2026-07-11T00:00:00+08:00,2026-08-10T10:15:00+08:00
LEGACY-API-0007,S03,GET,/admin/automation-conversion,api.admin_automation_conversion,ai_audience_ops,ai_crm_next,none,398,247,151,0,2026-07-11T10:53:46.893702+08:00,2026-08-09T23:16:49.780666+08:00,true,false,A,observed_production_traffic,structured_route_exact+normalized_unique_path,PENDING_HUMAN_DESIGN,PENDING_HUMAN_DESIGN,PENDING_HUMAN_DESIGN,PENDING_HUMAN_SIGNOFF,2026-07-11T00:00:00+08:00,2026-08-10T10:15:00+08:00
LEGACY-API-0008,S03,GET,/admin/automation-conversion/group-ops/groups/ui,api.admin_group_ops_groups_ui,automation_engine,ai_crm_next,none,5,1,4,0,2026-07-13T14:08:09.644625+08:00,2026-07-28T17:34:24.835586+08:00,false,false,A,observed_production_traffic,structured_route_exact+normalized_unique_path,PENDING_HUMAN_DESIGN,PENDING_HUMAN_DESIGN,PENDING_HUMAN_DESIGN,PENDING_HUMAN_SIGNOFF,2026-07-11T00:00:00+08:00,2026-08-10T10:15:00+08:00
LEGACY-API-0009,S03,GET,/admin/automation-conversion/group-ops/plans/{plan_id:int},api.admin_group_ops_plan_detail,automation_engine,ai_crm_next,none,6,3,3,0,2026-07-13T14:04:25.324583+08:00,2026-08-04T11:34:50.933939+08:00,true,false,A,observed_production_traffic,structured_route_exact+normalized_unique_path,PENDING_HUMAN_DESIGN,PENDING_HUMAN_DESIGN,PENDING_HUMAN_DESIGN,PENDING_HUMAN_SIGNOFF,2026-07-11T00:00:00+08:00,2026-08-10T10:15:00+08:00
LEGACY-API-0010,S03,GET,/admin/automation-conversion/group-ops/ui,api.admin_group_ops_ui,automation_engine,ai_crm_next,none,299,185,114,0,2026-07-11T11:03:12.493736+08:00,2026-08-09T23:16:49.864720+08:00,true,false,A,observed_production_traffic,structured_route_exact+normalized_unique_path,PENDING_HUMAN_DESIGN,PENDING_HUMAN_DESIGN,PENDING_HUMAN_DESIGN,PENDING_HUMAN_SIGNOFF,2026-07-11T00:00:00+08:00,2026-08-10T10:15:00+08:00
LEGACY-API-0011,S03,GET,/admin/automation-conversion/packages/{package_id},api.admin_automation_conversion_package_detail_page,ai_audience_ops,ai_crm_next,none,34,27,7,0,2026-07-12T16:12:37.759571+08:00,2026-08-03T16:30:50.545562+08:00,true,false,A,observed_production_traffic,structured_route_exact+normalized_unique_path,PENDING_HUMAN_DESIGN,PENDING_HUMAN_DESIGN,PENDING_HUMAN_DESIGN,PENDING_HUMAN_SIGNOFF,2026-07-11T00:00:00+08:00,2026-08-10T10:15:00+08:00
LEGACY-API-0012,S03,GET,/admin/automation-conversion/programs/{retired_path:path},retired_automation_program_page,ai_audience_ops,ai_crm_next,none,0,0,0,0,,,false,true,C,retired_or_blocked_marker_and_zero_traffic,no_observed_match,PENDING_HUMAN_DESIGN,PENDING_HUMAN_DESIGN,PENDING_HUMAN_DESIGN,PENDING_HUMAN_SIGNOFF,2026-07-11T00:00:00+08:00,2026-08-10T10:15:00+08:00
LEGACY-API-0013,S03,GET,/admin/channels,api.admin_channels_page,automation_engine,ai_crm_next,none,319,210,109,0,2026-07-11T12:25:20.998047+08:00,2026-08-09T23:31:28.515770+08:00,true,false,A,observed_production_traffic,structured_route_exact+normalized_unique_path,PENDING_HUMAN_DESIGN,PENDING_HUMAN_DESIGN,PENDING_HUMAN_DESIGN,PENDING_HUMAN_SIGNOFF,2026-07-11T00:00:00+08:00,2026-08-10T10:15:00+08:00
LEGACY-API-0014,S03,GET,/admin/channels/new,api.admin_channel_new_page,automation_engine,ai_crm_next,none,11,9,2,0,2026-07-13T14:08:11.042040+08:00,2026-08-05T22:35:08.407880+08:00,true,false,A,observed_production_traffic,structured_route_exact+normalized_unique_path,PENDING_HUMAN_DESIGN,PENDING_HUMAN_DESIGN,PENDING_HUMAN_DESIGN,PENDING_HUMAN_SIGNOFF,2026-07-11T00:00:00+08:00,2026-08-10T10:15:00+08:00
LEGACY-API-0015,S03,GET,/admin/channels/{channel_id:int}/edit,api.admin_channel_edit_page,automation_engine,ai_crm_next,none,38,19,19,0,2026-07-14T20:37:22.529663+08:00,2026-08-09T23:31:32.396457+08:00,true,false,A,observed_production_traffic,structured_route_exact+normalized_unique_path,PENDING_HUMAN_DESIGN,PENDING_HUMAN_DESIGN,PENDING_HUMAN_DESIGN,PENDING_HUMAN_SIGNOFF,2026-07-11T00:00:00+08:00,2026-08-10T10:15:00+08:00
LEGACY-API-0016,S04,GET,/admin/cloud-orchestrator,api.admin_cloud_orchestrator_workspace,cloud_orchestrator,ai_crm_next,none,2,0,2,0,2026-07-13T14:07:18.362949+08:00,2026-07-13T14:44:50.853619+08:00,true,false,A,observed_production_traffic,normalized_unique_path,PENDING_HUMAN_DESIGN,PENDING_HUMAN_DESIGN,PENDING_HUMAN_DESIGN,PENDING_HUMAN_SIGNOFF,2026-07-11T00:00:00+08:00,2026-08-10T10:15:00+08:00
LEGACY-API-0017,S04,GET,/admin/cloud-orchestrator/campaigns,api.admin_cloud_orchestrator_campaigns_workspace,cloud_orchestrator,ai_crm_next,none,2,0,2,0,2026-07-13T14:07:23.896376+08:00,2026-07-13T14:44:53.006343+08:00,true,false,A,observed_production_traffic,normalized_unique_path,PENDING_HUMAN_DESIGN,PENDING_HUMAN_DESIGN,PENDING_HUMAN_DESIGN,PENDING_HUMAN_SIGNOFF,2026-07-11T00:00:00+08:00,2026-08-10T10:15:00+08:00
LEGACY-API-0018,S04,GET,/admin/cloud-orchestrator/observability,api.admin_cloud_orchestrator_observability,cloud_orchestrator,ai_crm_next,none,2,0,2,0,2026-07-13T14:07:25.715420+08:00,2026-07-13T14:44:54.791827+08:00,true,false,A,observed_production_traffic,normalized_unique_path,PENDING_HUMAN_DESIGN,PENDING_HUMAN_DESIGN,PENDING_HUMAN_DESIGN,PENDING_HUMAN_SIGNOFF,2026-07-11T00:00:00+08:00,2026-08-10T10:15:00+08:00
LEGACY-API-0019,S04,GET,/admin/cloud-orchestrator/plans,api.admin_cloud_orchestrator_plans_workspace,cloud_orchestrator,ai_crm_next,none,294,185,109,0,2026-07-12T19:53:14.412525+08:00,2026-08-09T23:16:53.633261+08:00,true,false,A,observed_production_traffic,structured_route_exact+normalized_unique_path,PENDING_HUMAN_DESIGN,PENDING_HUMAN_DESIGN,PENDING_HUMAN_DESIGN,PENDING_HUMAN_SIGNOFF,2026-07-11T00:00:00+08:00,2026-08-10T10:15:00+08:00
LEGACY-API-0020,S04,GET,/admin/cloud-orchestrator/plans/{plan_id},api.admin_cloud_orchestrator_plan_detail,cloud_orchestrator,ai_crm_next,none,50,12,38,0,2026-07-12T19:53:18.277852+08:00,2026-08-04T18:00:04.962537+08:00,true,false,A,observed_production_traffic,structured_route_exact+normalized_unique_path,PENDING_HUMAN_DESIGN,PENDING_HUMAN_DESIGN,PENDING_HUMAN_DESIGN,PENDING_HUMAN_SIGNOFF,2026-07-11T00:00:00+08:00,2026-08-10T10:15:00+08:00
LEGACY-API-0021,S02,GET,/admin/config,api.admin_config,admin_config,ai_crm_next,none,243,158,85,0,2026-07-13T14:03:04.638536+08:00,2026-08-09T23:16:54.828051+08:00,true,false,A,observed_production_traffic,structured_route_exact+normalized_unique_path,PENDING_HUMAN_DESIGN,PENDING_HUMAN_DESIGN,PENDING_HUMAN_DESIGN,PENDING_HUMAN_SIGNOFF,2026-07-11T00:00:00+08:00,2026-08-10T10:15:00+08:00
LEGACY-API-0022,S02,GET,/admin/config/api-clients,api.admin_config_api_clients,admin_config,ai_crm_next,none,6,6,0,0,2026-08-02T13:32:45.149085+08:00,2026-08-02T18:48:52.001496+08:00,true,false,A,observed_production_traffic,structured_route_exact,PENDING_HUMAN_DESIGN,PENDING_HUMAN_DESIGN,PENDING_HUMAN_DESIGN,PENDING_HUMAN_SIGNOFF,2026-07-11T00:00:00+08:00,2026-08-10T10:15:00+08:00
LEGACY-API-0023,S02,GET,/admin/config/api-clients/new,api.admin_config_api_client_new,admin_config,ai_crm_next,none,0,0,0,0,,,true,false,A,ui_referenced_with_zero_observed_traffic,no_observed_match,PENDING_HUMAN_DESIGN,PENDING_HUMAN_DESIGN,PENDING_HUMAN_DESIGN,PENDING_HUMAN_SIGNOFF,2026-07-11T00:00:00+08:00,2026-08-10T10:15:00+08:00
LEGACY-API-0024,S02,GET,/admin/config/api-clients/{client_id},api.admin_config_api_client_detail,admin_config,ai_crm_next,none,4,4,0,0,2026-08-02T13:57:33.195061+08:00,2026-08-02T19:30:31.221728+08:00,true,false,A,observed_production_traffic,structured_route_exact,PENDING_HUMAN_DESIGN,PENDING_HUMAN_DESIGN,PENDING_HUMAN_DESIGN,PENDING_HUMAN_SIGNOFF,2026-07-11T00:00:00+08:00,2026-08-10T10:15:00+08:00
LEGACY-API-0025,S02,GET,/admin/config/api-key,api.admin_config_api_key,admin_config,ai_crm_next,none,13,13,0,0,2026-08-02T15:22:23.483221+08:00,2026-08-02T18:49:32.162125+08:00,true,false,A,observed_production_traffic,structured_route_exact,PENDING_HUMAN_DESIGN,PENDING_HUMAN_DESIGN,PENDING_HUMAN_DESIGN,PENDING_HUMAN_SIGNOFF,2026-07-11T00:00:00+08:00,2026-08-10T10:15:00+08:00
LEGACY-API-0026,S02,GET,/admin/config/app-settings,api.admin_config_app_settings,admin_config,ai_crm_next,none,2,0,2,0,2026-07-13T14:06:58.245844+08:00,2026-07-13T14:44:39.141257+08:00,true,false,A,observed_production_traffic,normalized_unique_path,PENDING_HUMAN_DESIGN,PENDING_HUMAN_DESIGN,PENDING_HUMAN_DESIGN,PENDING_HUMAN_SIGNOFF,2026-07-11T00:00:00+08:00,2026-08-10T10:15:00+08:00
LEGACY-API-0027,S02,POST,/admin/config/app-settings/save,api.admin_config_save_app_settings,admin_config,ai_crm_next,none,0,0,0,0,,,true,false,A,ui_referenced_with_zero_observed_traffic,no_observed_match,PENDING_HUMAN_DESIGN,PENDING_HUMAN_DESIGN,PENDING_HUMAN_DESIGN,PENDING_HUMAN_SIGNOFF,2026-07-11T00:00:00+08:00,2026-08-10T10:15:00+08:00
LEGACY-API-0028,S02,GET,/admin/config/checklist,api.admin_config_checklist,admin_config,ai_crm_next,none,2,0,2,0,2026-07-13T14:07:10.286009+08:00,2026-07-13T14:44:44.072777+08:00,true,false,A,observed_production_traffic,normalized_unique_path,PENDING_HUMAN_DESIGN,PENDING_HUMAN_DESIGN,PENDING_HUMAN_DESIGN,PENDING_HUMAN_SIGNOFF,2026-07-11T00:00:00+08:00,2026-08-10T10:15:00+08:00
LEGACY-API-0029,S02,GET,/admin/config/detail/{category_key},api.admin_config_category_detail,admin_config,ai_crm_next,none,13,8,5,0,2026-07-13T14:07:05.853746+08:00,2026-08-03T16:29:40.155754+08:00,true,false,A,observed_production_traffic,structured_route_exact+normalized_unique_path,PENDING_HUMAN_DESIGN,PENDING_HUMAN_DESIGN,PENDING_HUMAN_DESIGN,PENDING_HUMAN_SIGNOFF,2026-07-11T00:00:00+08:00,2026-08-10T10:15:00+08:00
LEGACY-API-0030,S02,GET,/admin/config/login-access,api.admin_config_login_access,admin_config,ai_crm_next,none,2,0,2,0,2026-07-13T14:07:04.855256+08:00,2026-07-13T14:44:41.866617+08:00,false,false,A,observed_production_traffic,normalized_unique_path,PENDING_HUMAN_DESIGN,PENDING_HUMAN_DESIGN,PENDING_HUMAN_DESIGN,PENDING_HUMAN_SIGNOFF,2026-07-11T00:00:00+08:00,2026-08-10T10:15:00+08:00
LEGACY-API-0031,S02,POST,/admin/config/login-access/directory/refresh,api.admin_config_refresh_login_access_directory,admin_config,ai_crm_next,none,0,0,0,0,,,false,false,B,zero_observed_traffic_and_no_ui_reference,no_observed_match,PENDING_HUMAN_DESIGN,PENDING_HUMAN_DESIGN,PENDING_HUMAN_DESIGN,PENDING_HUMAN_SIGNOFF,2026-07-11T00:00:00+08:00,2026-08-10T10:15:00+08:00
LEGACY-API-0032,S02,POST,/admin/config/login-access/save,api.admin_config_save_login_access,admin_config,ai_crm_next,none,0,0,0,0,,,true,false,A,ui_referenced_with_zero_observed_traffic,no_observed_match,PENDING_HUMAN_DESIGN,PENDING_HUMAN_DESIGN,PENDING_HUMAN_DESIGN,PENDING_HUMAN_SIGNOFF,2026-07-11T00:00:00+08:00,2026-08-10T10:15:00+08:00
LEGACY-API-0033,S02,GET,/admin/config/mcp-tools,api.admin_config_mcp_tools,admin_config,ai_crm_next,staging_disabled,2,0,2,0,2026-07-13T14:06:58.574707+08:00,2026-07-13T14:44:40.056801+08:00,false,false,A,observed_production_traffic,normalized_unique_path,PENDING_HUMAN_DESIGN,PENDING_HUMAN_DESIGN,PENDING_HUMAN_DESIGN,PENDING_HUMAN_SIGNOFF,2026-07-11T00:00:00+08:00,2026-08-10T10:15:00+08:00
LEGACY-API-0034,S02,POST,/admin/config/mcp-tools/save,api.admin_config_save_mcp_tool,admin_config,ai_crm_next,staging_disabled,0,0,0,0,,,false,false,B,zero_observed_traffic_and_no_ui_reference,no_observed_match,PENDING_HUMAN_DESIGN,PENDING_HUMAN_DESIGN,PENDING_HUMAN_DESIGN,PENDING_HUMAN_SIGNOFF,2026-07-11T00:00:00+08:00,2026-08-10T10:15:00+08:00
LEGACY-API-0035,S02,GET,/admin/config/releases,api.admin_config_releases,admin_config,ai_crm_next,none,1,1,0,0,2026-07-25T13:48:12.183413+08:00,2026-07-25T13:48:12.183413+08:00,true,false,A,observed_production_traffic,structured_route_exact,PENDING_HUMAN_DESIGN,PENDING_HUMAN_DESIGN,PENDING_HUMAN_DESIGN,PENDING_HUMAN_SIGNOFF,2026-07-11T00:00:00+08:00,2026-08-10T10:15:00+08:00
LEGACY-API-0036,S02,POST,/admin/config/releases,api.admin_config_release_create,admin_config,ai_crm_next,none,0,0,0,0,,,true,false,A,ui_referenced_with_zero_observed_traffic,no_observed_match,PENDING_HUMAN_DESIGN,PENDING_HUMAN_DESIGN,PENDING_HUMAN_DESIGN,PENDING_HUMAN_SIGNOFF,2026-07-11T00:00:00+08:00,2026-08-10T10:15:00+08:00
LEGACY-API-0037,S02,GET,/admin/config/releases/new,api.admin_config_release_new,admin_config,ai_crm_next,none,0,0,0,0,,,true,false,A,ui_referenced_with_zero_observed_traffic,no_observed_match,PENDING_HUMAN_DESIGN,PENDING_HUMAN_DESIGN,PENDING_HUMAN_DESIGN,PENDING_HUMAN_SIGNOFF,2026-07-11T00:00:00+08:00,2026-08-10T10:15:00+08:00
LEGACY-API-0038,S02,GET,/admin/config/releases/{release_id},api.admin_config_release_detail,admin_config,ai_crm_next,none,0,0,0,0,,,true,false,A,ui_referenced_with_zero_observed_traffic,no_observed_match,PENDING_HUMAN_DESIGN,PENDING_HUMAN_DESIGN,PENDING_HUMAN_DESIGN,PENDING_HUMAN_SIGNOFF,2026-07-11T00:00:00+08:00,2026-08-10T10:15:00+08:00
LEGACY-API-0039,S02,POST,/admin/config/releases/{release_id}/publish,api.admin_config_release_publish,admin_config,ai_crm_next,none,0,0,0,0,,,true,false,A,ui_referenced_with_zero_observed_traffic,no_observed_match,PENDING_HUMAN_DESIGN,PENDING_HUMAN_DESIGN,PENDING_HUMAN_DESIGN,PENDING_HUMAN_SIGNOFF,2026-07-11T00:00:00+08:00,2026-08-10T10:15:00+08:00
LEGACY-API-0040,S02,POST,/admin/config/releases/{release_id}/rollback,api.admin_config_release_rollback,admin_config,ai_crm_next,none,0,0,0,0,,,true,false,A,ui_referenced_with_zero_observed_traffic,no_observed_match,PENDING_HUMAN_DESIGN,PENDING_HUMAN_DESIGN,PENDING_HUMAN_DESIGN,PENDING_HUMAN_SIGNOFF,2026-07-11T00:00:00+08:00,2026-08-10T10:15:00+08:00
LEGACY-API-0041,S02,POST,/admin/config/releases/{release_id}/validate,api.admin_config_release_validate,admin_config,ai_crm_next,none,0,0,0,0,,,true,false,A,ui_referenced_with_zero_observed_traffic,no_observed_match,PENDING_HUMAN_DESIGN,PENDING_HUMAN_DESIGN,PENDING_HUMAN_DESIGN,PENDING_HUMAN_SIGNOFF,2026-07-11T00:00:00+08:00,2026-08-10T10:15:00+08:00
LEGACY-API-0042,S02,GET,/admin/config/wecom-tags,api.admin_config_wecom_tags,admin_config,ai_crm_next,staging_disabled,2,0,2,0,2026-07-13T14:06:52.476701+08:00,2026-07-13T14:44:37.002901+08:00,false,false,A,observed_production_traffic,normalized_unique_path,PENDING_HUMAN_DESIGN,PENDING_HUMAN_DESIGN,PENDING_HUMAN_DESIGN,PENDING_HUMAN_SIGNOFF,2026-07-11T00:00:00+08:00,2026-08-10T10:15:00+08:00
LEGACY-API-0043,S04,GET,/admin/coupons,api.admin_coupons_page,commerce,ai_crm_next,none,255,192,63,0,2026-07-14T20:41:35.360470+08:00,2026-08-09T23:16:54.403810+08:00,true,false,A,observed_production_traffic,structured_route_exact+normalized_unique_path,PENDING_HUMAN_DESIGN,PENDING_HUMAN_DESIGN,PENDING_HUMAN_DESIGN,PENDING_HUMAN_SIGNOFF,2026-07-11T00:00:00+08:00,2026-08-10T10:15:00+08:00
LEGACY-API-0044,S04,GET,/admin/coupons/new,api.admin_coupon_new_page,commerce,ai_crm_next,none,11,9,2,0,2026-07-14T20:56:05.422112+08:00,2026-08-03T15:17:53.187286+08:00,true,false,A,observed_production_traffic,structured_route_exact+normalized_unique_path,PENDING_HUMAN_DESIGN,PENDING_HUMAN_DESIGN,PENDING_HUMAN_DESIGN,PENDING_HUMAN_SIGNOFF,2026-07-11T00:00:00+08:00,2026-08-10T10:15:00+08:00
LEGACY-API-0045,S04,GET,/admin/coupons/{coupon_id}/data,api.admin_coupon_data_page,commerce,ai_crm_next,none,0,0,0,0,,,true,false,A,ui_referenced_with_zero_observed_traffic,no_observed_match,PENDING_HUMAN_DESIGN,PENDING_HUMAN_DESIGN,PENDING_HUMAN_DESIGN,PENDING_HUMAN_SIGNOFF,2026-07-11T00:00:00+08:00,2026-08-10T10:15:00+08:00
LEGACY-API-0046,S04,GET,/admin/coupons/{coupon_id}/edit,api.admin_coupon_edit_page,commerce,ai_crm_next,none,24,19,5,0,2026-07-14T20:57:15.647418+08:00,2026-08-03T16:24:24.463113+08:00,true,false,A,observed_production_traffic,structured_route_exact+normalized_unique_path,PENDING_HUMAN_DESIGN,PENDING_HUMAN_DESIGN,PENDING_HUMAN_DESIGN,PENDING_HUMAN_SIGNOFF,2026-07-11T00:00:00+08:00,2026-08-10T10:15:00+08:00
LEGACY-API-0047,S02,GET,/admin/customer-360/{unionid},api.admin_customer_360_page,customer_read_model,ai_crm_next,none,0,0,0,0,,,true,false,A,ui_referenced_with_zero_observed_traffic,no_observed_match,PENDING_HUMAN_DESIGN,PENDING_HUMAN_DESIGN,PENDING_HUMAN_DESIGN,PENDING_HUMAN_SIGNOFF,2026-07-11T00:00:00+08:00,2026-08-10T10:15:00+08:00
LEGACY-API-0048,S02,GET,/admin/customers,api.admin_console_customers,customer_read_model,ai_crm_next,none,297,172,125,0,2026-07-11T11:00:43.535910+08:00,2026-08-09T23:16:49.693432+08:00,true,false,A,observed_production_traffic,structured_route_exact+normalized_unique_path,PENDING_HUMAN_DESIGN,PENDING_HUMAN_DESIGN,PENDING_HUMAN_DESIGN,PENDING_HUMAN_SIGNOFF,2026-07-11T00:00:00+08:00,2026-08-10T10:15:00+08:00
LEGACY-API-0049,S02,GET,/admin/customers/{unionid},api.admin_console_customer_detail,customer_read_model,ai_crm_next,none,11,5,6,0,2026-07-13T14:08:41.313283+08:00,2026-08-04T19:15:33.900504+08:00,true,false,A,observed_production_traffic,structured_route_exact+normalized_unique_path,PENDING_HUMAN_DESIGN,PENDING_HUMAN_DESIGN,PENDING_HUMAN_DESIGN,PENDING_HUMAN_SIGNOFF,2026-07-11T00:00:00+08:00,2026-08-10T10:15:00+08:00
LEGACY-API-0050,S04,GET,/admin/hxc-dashboard,api.admin_hxc_dashboard_workspace,hxc_dashboard,ai_crm_next,none,252,164,88,0,2026-07-13T14:01:59.943248+08:00,2026-08-09T23:16:53.715621+08:00,true,false,A,observed_production_traffic,structured_route_exact+normalized_unique_path,PENDING_HUMAN_DESIGN,PENDING_HUMAN_DESIGN,PENDING_HUMAN_DESIGN,PENDING_HUMAN_SIGNOFF,2026-07-11T00:00:00+08:00,2026-08-10T10:15:00+08:00
LEGACY-API-0051,S04,GET,/admin/hxc-send-config,api.admin_hxc_send_config_page,hxc_dashboard,ai_crm_next,none,2,0,2,0,2026-07-13T14:07:18.132318+08:00,2026-07-13T14:44:50.756499+08:00,true,false,A,observed_production_traffic,normalized_unique_path,PENDING_HUMAN_DESIGN,PENDING_HUMAN_DESIGN,PENDING_HUMAN_DESIGN,PENDING_HUMAN_SIGNOFF,2026-07-11T00:00:00+08:00,2026-08-10T10:15:00+08:00
LEGACY-API-0052,S04,GET,/admin/image-library,api.admin_image_library_workspace,media_library,ai_crm_next,none,249,160,89,0,2026-07-13T14:02:19.998061+08:00,2026-08-09T23:16:54.489787+08:00,true,false,A,observed_production_traffic,structured_route_exact+normalized_unique_path,PENDING_HUMAN_DESIGN,PENDING_HUMAN_DESIGN,PENDING_HUMAN_DESIGN,PENDING_HUMAN_SIGNOFF,2026-07-11T00:00:00+08:00,2026-08-10T10:15:00+08:00
LEGACY-API-0053,S04,GET,/admin/logout,api.admin_logout_compat,admin_shell,ai_crm_next,none,0,0,0,0,,,false,false,B,zero_observed_traffic_and_no_ui_reference,no_observed_match,PENDING_HUMAN_DESIGN,PENDING_HUMAN_DESIGN,PENDING_HUMAN_DESIGN,PENDING_HUMAN_SIGNOFF,2026-07-11T00:00:00+08:00,2026-08-10T10:15:00+08:00
LEGACY-API-0054,S04,GET,/admin/miniprogram-library,api.admin_miniprogram_library_workspace,media_library,ai_crm_next,none,238,151,87,0,2026-07-12T19:34:23.661452+08:00,2026-08-09T23:16:54.556250+08:00,true,false,A,observed_production_traffic,structured_route_exact+normalized_unique_path,PENDING_HUMAN_DESIGN,PENDING_HUMAN_DESIGN,PENDING_HUMAN_DESIGN,PENDING_HUMAN_SIGNOFF,2026-07-11T00:00:00+08:00,2026-08-10T10:15:00+08:00
LEGACY-API-0055,S04,GET,/admin/operation-cycles,api.admin_operation_cycles_page,operation_cycles,ai_crm_next,none,277,205,72,0,2026-07-14T17:06:43.788009+08:00,2026-08-09T23:16:53.393646+08:00,true,false,A,observed_production_traffic,structured_route_exact+normalized_unique_path,PENDING_HUMAN_DESIGN,PENDING_HUMAN_DESIGN,PENDING_HUMAN_DESIGN,PENDING_HUMAN_SIGNOFF,2026-07-11T00:00:00+08:00,2026-08-10T10:15:00+08:00
LEGACY-API-0056,S04,GET,/admin/operation-cycles/{strategy_key},api.admin_operation_cycle_strategy_page,operation_cycles,ai_crm_next,none,113,79,34,0,2026-07-14T17:33:33.135984+08:00,2026-08-04T17:59:47.128549+08:00,true,false,A,observed_production_traffic,structured_route_exact+normalized_unique_path,PENDING_HUMAN_DESIGN,PENDING_HUMAN_DESIGN,PENDING_HUMAN_DESIGN,PENDING_HUMAN_SIGNOFF,2026-07-11T00:00:00+08:00,2026-08-10T10:15:00+08:00
LEGACY-API-0057,S04,GET,/admin/operation-cycles/{strategy_key}/runs/{run_key},api.admin_operation_cycle_run_page,operation_cycles,ai_crm_next,none,2,0,2,0,2026-07-14T17:33:33.159698+08:00,2026-07-14T17:34:11.108048+08:00,true,false,A,observed_production_traffic,normalized_unique_path,PENDING_HUMAN_DESIGN,PENDING_HUMAN_DESIGN,PENDING_HUMAN_DESIGN,PENDING_HUMAN_SIGNOFF,2026-07-11T00:00:00+08:00,2026-08-10T10:15:00+08:00
LEGACY-API-0058,S04,GET,/admin/orders,api.admin_orders_page,commerce,ai_crm_next,none,337,227,110,0,2026-07-12T12:20:34.761525+08:00,2026-08-09T23:16:54.006297+08:00,true,false,A,observed_production_traffic,structured_route_exact+normalized_unique_path,PENDING_HUMAN_DESIGN,PENDING_HUMAN_DESIGN,PENDING_HUMAN_DESIGN,PENDING_HUMAN_SIGNOFF,2026-07-11T00:00:00+08:00,2026-08-10T10:15:00+08:00
LEGACY-API-0059,S04,GET,/admin/owner-migration,api.admin_owner_migration_page,owner_migration,ai_crm_next,none,231,147,84,0,2026-07-13T14:03:03.504555+08:00,2026-08-09T23:16:54.711081+08:00,true,false,A,observed_production_traffic,structured_route_exact+normalized_unique_path,PENDING_HUMAN_DESIGN,PENDING_HUMAN_DESIGN,PENDING_HUMAN_DESIGN,PENDING_HUMAN_SIGNOFF,2026-07-11T00:00:00+08:00,2026-08-10T10:15:00+08:00
